# Column 0: Name
# Column 1: Center x position (microns)
# Column 2: Center y position (microns)	
# Column 3: Pixel size (microns)
# Column 4: Number of x pixels
# Column 5: Number of y pixels
# Column 6: Type of device
# Column 7: Readout time (CCD) or frame rate (CMOS)
# Column 8: Group of sensors
# Column 9-14: Body motions (units?)
# Column 15: Chip rotation (units?)
# Column 16-36: Zernike coefficients
# Column 37: QE variation						
S29	-185460	-63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S30	-185460	0	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S31	-185460	63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S25	-151740	-95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S26	-151740	-31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S27	-151740	31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S28	-151740	95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S20	-118020	-127480	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S21	-118020	-63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S22	-118020	0	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S23	-118020	63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S24	-118020	127480	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S14	-84300	-159350	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S15	-84300	-95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S16	-84300	-31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S17	-84300	31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S18	-84300	95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S19	-84300	159350	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S8	-50580	-159350	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S9	-50580	-95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S10	-50580	-31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S11	-50580	31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S12	-50580	95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S13	-50580	159350	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S1	-16860	-191220	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S2	-16860	-127480	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S3	-16860	-63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S4	-16860	0	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S5	-16860	63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S6	-16860	127480	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
S7	-16860	191220	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N1	16860	-191220	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N2	16860	-127480	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N3	16860	-63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N4	16860	0	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N5	16860	63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N6	16860	127480	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N7	16860	191220	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N8	50580	-159350	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N9	50580	-95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N10	50580	-31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N11	50580	31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N12	50580	95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N13	50580	159350	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N14	84300	-159350	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N15	84300	-95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N16	84300	-31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N17	84300	31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N18	84300	95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N19	84300	159350	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N20	118020	-127480	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N21	118020	-63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N22	118020	0	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N23	118020	63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N24	118020	127480	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N25	151740	-95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N26	151740	-31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N27	151740	31870	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N28	151740	95610	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N29	185460	-63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N30	185460	0	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
N31	185460	63740	15.0	2048	4096	CCD	20.0	Group0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
